OG0005999 >XP_012791491.1
OG0009827 >XP_004606182.1
OG0009829 >XP_004612201.1
OG0009831 >XP_004600276.1
OG0009832 >XP_004609721.1
OG0009833 >XP_004618619.1
OG0009834 >XP_004619679.1
OG0009836 >XP_004622899.1
OG0009837 >XP_004621423.1
OG0009838 >XP_004613086.1
OG0009839 >XP_004618536.1
OG0009840 >XP_012791150.1
OG0009841 >XP_004600277.1
OG0009844 >XP_004616401.1
OG0009846 >XP_012789903.1
OG0009847 >XP_004604961.1
OG0009848 >XP_012789136.1
OG0009849 >XP_004600630.1
OG0009850 >XP_004615310.1
OG0009852 >XP_004600456.1
OG0009853 >XP_004605269.1
OG0009854 >XP_004605124.1
OG0009855 >XP_004606916.1
OG0009856 >XP_004621580.1
OG0009857 >XP_004622913.1
OG0009858 >XP_004607288.1
OG0009859 >XP_012787197.1
OG0009860 >XP_012790304.1
OG0009861 >XP_004604065.1
OG0009862 >XP_004604960.1
OG0009863 >XP_012787259.1
OG0009864 >XP_004613085.1
OG0009865 >XP_004616400.1
OG0009866 >XP_004600457.1
OG0009867 >XP_004606094.1
OG0009868 >XP_004617109.1
OG0009869 >XP_004602088.1
OG0009871 >XP_004609247.1
OG0009872 >XP_004609685.1
OG0009873 >XP_012789731.1
OG0009874 >XP_004607939.1
OG0009875 >XP_004602642.1
OG0009876 >XP_004619221.1
OG0009877 >XP_012788034.1
OG0009878 >XP_004600459.1
OG0009879 >XP_004616397.1
OG0009880 >XP_004612322.2
OG0009881 >XP_004605512.1
OG0009882 >XP_004621453.1
OG0009883 >XP_004609246.1
OG0009884 >XP_004600954.1
OG0009885 >XP_004606093.1
OG0009886 >XP_004603730.1
OG0009887 >XP_012789682.1
OG0009889 >XP_004604954.1
OG0009890 >XP_004604194.1
OG0009891 >XP_004601733.1
OG0009893 >XP_004616395.1
OG0009894 >XP_004600628.1
OG0009895 >XP_012789655.1
OG0009896 >XP_012790587.1
OG0009897 >XP_012790557.1
OG0009898 >XP_004604777.1
OG0009899 >XP_004616396.1
OG0009900 >XP_004615189.1
OG0009901 >XP_004604957.1
OG0009902 >XP_004606911.1
OG0009903 >XP_004604193.1
OG0009904 >XP_004611877.1
OG0009905 >XP_004618623.1
OG0009906 >XP_004601732.1
OG0009907 >XP_004620952.1
OG0009908 >XP_012788822.1
OG0009909 >XP_004616394.1
OG0009910 >XP_004610948.1
OG0009911 >XP_004612203.1
OG0009912 >XP_004616393.1
OG0009913 >XP_004612272.1
OG0009914 >XP_004621490.1
OG0009915 >XP_012789678.1
OG0009916 >XP_004618624.1
OG0009917 >XP_012787160.1
OG0009919 >XP_004613007.1
OG0009920 >XP_012791204.1
OG0009921 >XP_004605126.1
OG0009922 >XP_004618802.1
OG0009923 >XP_004607943.1
OG0009924 >XP_004615190.1
OG0009925 >XP_004605127.1
OG0009926 >XP_004621491.1
OG0009927 >XP_004600627.2
OG0009928 >XP_004604404.1
OG0009929 >XP_004602478.1
OG0009930 >XP_004605128.1
OG0009931 >XP_004622801.1
OG0009932 >XP_012791533.1
OG0009933 >XP_004612271.1
OG0009934 >XP_004621459.1
OG0009935 >XP_004606797.1
OG0009936 >XP_004604952.1
OG0009937 >XP_004602477.1
OG0009938 >XP_004621492.1
OG0009939 >XP_004607942.1
OG0009940 >XP_004621458.1
OG0009942 >XP_004600460.1
OG0009943 >XP_004604950.1
OG0009944 >XP_004619225.1
OG0009945 >XP_012789902.1
OG0009946 >XP_012789022.1
OG0009947 >XP_004617119.1
OG0009948 >XP_004605510.1
OG0009949 >XP_004602475.1
OG0009950 >XP_004621470.1
OG0009952 >XP_004604191.1
OG0009953 >XP_004600283.1
OG0009954 >XP_004618827.1
OG0009955 >XP_004607944.1
OG0009956 >XP_004613083.1
OG0009957 >XP_004614853.1
OG0009958 >XP_004602474.1
OG0009959 >XP_004621471.1
OG0009960 >XP_004604778.1
OG0009962 >XP_004604779.1
OG0009963 >XP_004618828.1
OG0009964 >XP_004602471.1
OG0009965 >XP_004613304.1
OG0009966 >XP_012787412.1
OG0009967 >XP_004605129.1
OG0009968 >XP_004618803.1
OG0009969 >XP_004618626.1
OG0009970 >XP_004613303.1
OG0009971 >XP_004600358.1
OG0009973 >XP_004618829.1
OG0009974 >XP_012787170.1
OG0009977 >XP_004613134.1
OG0009978 >XP_004614854.1
OG0009979 >XP_004618830.1
OG0009980 >XP_004618545.1
OG0009981 >XP_004619287.1
OG0009982 >XP_004618805.1
OG0009983 >XP_004602640.1
OG0009984 >XP_004600949.2
OG0009985 >XP_004606796.1
OG0009986 >XP_012787036.1
OG0009987 >XP_004616380.1
OG0009988 >XP_004614982.1
OG0009989 >XP_004618806.1
OG0009990 >XP_004610881.1
OG0009991 >XP_004621496.1
OG0009992 >XP_012788823.1
OG0009993 >XP_004609240.1
OG0009994 >XP_004606091.1
OG0009995 >XP_004614984.1
OG0009996 >XP_004600948.1
OG0009997 >XP_004621497.1
OG0009998 >XP_004615347.1
OG0009999 >XP_004606909.1
OG0010000 >XP_004608025.1
OG0010001 >XP_012789928.1
OG0010003 >XP_004606090.1
OG0010004 >XP_004605132.1
OG0010005 >XP_004600518.1
OG0010006 >XP_004618831.1
OG0010007 >XP_004602469.1
OG0010008 >XP_004613434.1
OG0010009 >XP_004619227.1
OG0010010 >XP_004618832.1
OG0010011 >XP_004616459.1
OG0010012 >XP_004615193.1
OG0010013 >XP_004614985.1
OG0010014 >XP_004608028.2
OG0010015 >XP_004604403.1
OG0010016 >XP_012787788.1
OG0010017 >XP_004603967.1
OG0010018 >XP_004606908.1
OG0010019 >XP_004612847.1
OG0010020 >XP_004604190.1
OG0010021 >XP_012789899.1
OG0010022 >XP_004610504.1
OG0010023 >XP_012787787.1
OG0010024 >XP_004620921.1
OG0010025 >XP_004604402.1
OG0010026 >XP_004610952.1
OG0010027 >XP_004603367.1
OG0010028 >XP_004614986.1
OG0010029 >XP_004615312.1
OG0010030 >XP_004616378.1
OG0010031 >XP_012787641.1
OG0010032 >XP_012791546.1
OG0010033 >XP_004600519.1
OG0010034 >XP_004600616.1
OG0010035 >XP_004604401.1
OG0010036 >XP_012791119.1
OG0010037 >XP_004606087.1
OG0010038 >XP_004617249.1
OG0010039 >XP_012789453.1
OG0010040 >XP_004604400.1
OG0010042 >XP_004606795.1
OG0010043 >XP_012787162.1
OG0010044 >XP_004618808.1
OG0010045 >XP_004614856.1
OG0010046 >XP_012790413.1
OG0010047 >XP_004612269.1
OG0010048 >XP_004604067.1
OG0010049 >XP_004616376.1
OG0010050 >XP_004604783.1
OG0010051 >XP_004615721.1
OG0010052 >XP_004614857.1
OG0010054 >XP_004610503.1
OG0010055 >XP_004618833.1
OG0010056 >XP_004604050.1
OG0010058 >XP_004607287.1
OG0010059 >XP_012790132.1
OG0010060 >XP_004605136.2
OG0010063 >XP_004618834.1
OG0010065 >XP_004618630.2
OG0010067 >XP_004603370.1
OG0010068 >XP_004618631.1
OG0010069 >XP_004602466.1
OG0010070 >XP_004616375.1
OG0010071 >XP_004607888.1
OG0010072 >XP_004614988.1
OG0010073 >XP_004604786.1
OG0010074 >XP_004600615.1
OG0010075 >XP_004613159.1
OG0010076 >XP_004603688.2
OG0010077 >XP_004615723.1
OG0010078 >XP_004614990.1
OG0010079 >XP_004600284.1
OG0010080 >XP_004606588.2
OG0010081 >XP_004618835.1
OG0010082 >XP_012787168.1
OG0010083 >XP_004615321.1
OG0010084 >XP_004600521.1
OG0010085 >XP_004604790.1
OG0010086 >XP_004618632.1
OG0010087 >XP_004600522.1
OG0010088 >XP_012789763.1
OG0010089 >XP_004612205.1
OG0010090 >XP_012788557.1
OG0010091 >XP_004615322.1
OG0010092 >XP_004607494.1
OG0010093 >XP_004604396.1
OG0010094 >XP_012790415.1
OG0010095 >XP_004600285.1
OG0010096 >XP_012788825.1
OG0010097 >XP_004612846.1
OG0010098 >XP_004608029.1
OG0010099 >XP_004612317.1
OG0010100 >XP_004622074.1
OG0010101 >XP_004616373.1
OG0010103 >XP_004607947.1
OG0010104 >XP_004615324.1
OG0010105 >XP_004600286.1
OG0010106 >XP_004618213.1
OG0010107 >XP_004607807.1
OG0010108 >XP_004618551.1
OG0010109 >XP_004607492.1
OG0010110 >XP_004609234.1
OG0010112 >XP_004607113.1
OG0010113 >XP_004617361.1
OG0010115 >XP_004603689.1
OG0010116 >XP_004607286.1
OG0010117 >XP_012790472.1
OG0010118 >XP_004609060.1
OG0010119 >XP_004606084.1
OG0010120 >XP_004614859.1
OG0010121 >XP_004607806.1
OG0010123 >XP_004615326.1
OG0010125 >XP_012788633.1
OG0010126 >XP_004618837.1
OG0010127 >XP_004616371.1
OG0010128 >XP_004613161.1
OG0010129 >XP_004615194.1
OG0010131 >XP_004602465.1
OG0010132 >XP_004613137.1
OG0010134 >XP_004606792.1
OG0010136 >XP_004600461.1
OG0010137 >XP_012789657.1
OG0010138 >XP_004616455.1
OG0010139 >XP_004615781.1
OG0010140 >XP_012790473.1
OG0010142 >XP_004612266.1
OG0010143 >XP_004612845.1
OG0010144 >XP_004604789.1
OG0010145 >XP_004600365.1
OG0010146 >XP_012789898.1
OG0010147 >XP_004615782.1
OG0010148 >XP_012789194.1
OG0010149 >XP_004609130.1
OG0010150 >XP_004615783.1
OG0010151 >XP_004618948.1
OG0010152 >XP_004604392.1
OG0010153 >XP_004615196.1
OG0010154 >XP_012790623.1
OG0010155 >XP_004603372.1
OG0010156 >XP_004610075.1
OG0010157 >XP_012789828.1
OG0010158 >XP_004612265.1
OG0010159 >XP_004603374.1
OG0010160 >XP_004610500.1
OG0010161 >XP_004610662.1
OG0010162 >XP_012787196.1
OG0010163 >XP_004612264.1
OG0010164 >XP_004619415.1
OG0010165 >XP_004615197.1
OG0010168 >XP_004609842.1
OG0010170 >XP_004615327.1
OG0010171 >XP_004618552.1
OG0010172 >XP_004610093.1
OG0010173 >XP_012789456.1
OG0010174 >XP_004607954.1
OG0010175 >XP_004609129.1
OG0010176 >XP_012789040.1
OG0010177 >XP_004604918.1
OG0010178 >XP_004612907.1
OG0010179 >XP_004600946.1
OG0010180 >XP_004619414.1
OG0010181 >XP_004606791.1
OG0010183 >XP_012791064.1
OG0010184 >XP_012789183.1
OG0010185 >XP_004615787.1
OG0010186 >XP_004604792.1
OG0010187 >XP_004610954.1
OG0010188 >XP_004619422.1
OG0010189 >XP_004604793.1
OG0010190 >XP_004603375.1
OG0010191 >XP_004615788.1
OG0010192 >XP_004618639.1
OG0010193 >XP_012787093.1
OG0010194 >XP_004605254.1
OG0010195 >XP_004605137.1
OG0010196 >XP_004607882.1
OG0010197 >XP_004613138.1
OG0010198 >XP_004609665.1
OG0010199 >XP_012790477.1
OG0010200 >XP_004615789.1
OG0010201 >XP_012788322.1
OG0010202 >XP_004607881.1
OG0010203 >XP_004609667.1
OG0010204 >XP_004602637.1
OG0010205 >XP_004607803.1
OG0010206 >XP_004615727.1
OG0010207 >XP_004617443.1
OG0010208 >XP_004600945.1
OG0010209 >XP_004601731.1
OG0010210 >XP_004604917.1
OG0010211 >XP_004611372.1
OG0010212 >XP_004609668.1
OG0010213 >XP_004610498.1
OG0010214 >XP_004618930.1
OG0010215 >XP_012790416.1
OG0010216 >XP_004615002.1
OG0010217 >XP_004607504.1
OG0010218 >XP_012791457.1
OG0010219 >XP_004610089.1
OG0010220 >XP_012787783.1
OG0010221 >XP_004615729.1
OG0010222 >XP_004609335.1
OG0010223 >XP_012789458.1
OG0010224 >XP_004616365.1
OG0010225 >XP_004600527.1
OG0010226 >XP_004607802.1
OG0010227 >XP_004600613.1
OG0010228 >XP_004607505.1
OG0010230 >XP_004613111.1
OG0010231 >XP_004605252.1
OG0010232 >XP_004600370.1
OG0010233 >XP_004617555.1
OG0010234 >XP_004601729.1
OG0010235 >XP_004613068.1
OG0010236 >XP_004607880.1
OG0010237 >XP_004600612.1
OG0010238 >XP_004616364.1
OG0010239 >XP_004610661.1
OG0010240 >XP_004604389.1
OG0010242 >XP_012790478.1
OG0010243 >XP_012790351.1
OG0010244 >XP_004604914.1
OG0010245 >XP_004622772.2
OG0010246 >XP_012791522.1
OG0010247 >XP_004606700.1
OG0010248 >XP_004605251.1
OG0010249 >XP_004613431.1
OG0010250 >XP_004613430.1
OG0010251 >XP_004615200.1
OG0010252 >XP_004613429.1
OG0010253 >XP_004609223.1
OG0010254 >XP_004607798.1
OG0010255 >XP_004617520.1
OG0010256 >XP_004618643.1
OG0010257 >XP_004609669.2
OG0010259 >XP_004617490.1
OG0010261 >XP_012789225.1
OG0010262 >XP_012789459.1
OG0010263 >XP_004618169.1
OG0010264 >XP_004600290.1
OG0010265 >XP_004603691.1
OG0010266 >XP_004607509.1
OG0010267 >XP_004617519.1
OG0010268 >XP_004618931.1
OG0010269 >XP_004613426.1
OG0010270 >XP_012790203.1
OG0010271 >XP_004601728.1
OG0010272 >XP_004602460.1
OG0010273 >XP_004615791.1
OG0010274 >XP_004607797.1
OG0010275 >XP_012789680.1
OG0010276 >XP_004602635.1
OG0010277 >XP_004604912.1
OG0010279 >XP_004604185.1
OG0010280 >XP_004604911.1
OG0010281 >XP_004604910.1
OG0010282 >XP_012787862.1
OG0010283 >XP_004604068.1
OG0010284 >XP_004614397.1
OG0010285 >XP_004621207.1
OG0010286 >XP_004613112.1
OG0010287 >XP_004615792.1
OG0010288 >XP_004607111.1
OG0010289 >XP_004610659.1
OG0010290 >XP_012790479.1
OG0010291 >XP_004604908.1
OG0010292 >XP_004607110.1
OG0010294 >XP_004615734.1
OG0010295 >XP_004606979.1
OG0010296 >XP_004615333.1
OG0010297 >XP_012789894.1
OG0010298 >XP_012788827.1
OG0010300 >XP_004612841.1
OG0010301 >XP_004608179.1
OG0010302 >XP_004620717.1
OG0010303 >XP_004604388.1
OG0010304 >XP_004609222.2
OG0010305 >XP_012789893.1
OG0010307 >XP_004613425.1
OG0010308 >XP_012787782.1
OG0010309 >XP_004604907.1
OG0010310 >XP_004622273.1
OG0010311 >XP_004613423.1
OG0010312 >XP_004607109.1
OG0010313 >XP_004607795.1
OG0010314 >XP_004607962.1
OG0010315 >XP_004609854.1
OG0010316 >XP_004600606.1
OG0010318 >XP_004613421.1
OG0010319 >XP_004617462.1
OG0010320 >XP_004618934.1
OG0010321 >XP_012788814.1
OG0010322 >XP_012790165.1
OG0010323 >XP_004610497.1
OG0010324 >XP_004607963.1
OG0010325 >XP_004617487.1
OG0010326 >XP_012789892.1
OG0010327 >XP_004607641.1
OG0010328 >XP_004605249.1
OG0010329 >XP_004613071.1
OG0010330 >XP_012788084.1
OG0010331 >XP_004606977.1
OG0010332 >XP_004607793.1
OG0010333 >XP_004613418.1
OG0010334 >XP_004606900.1
OG0010335 >XP_004621728.1
OG0010336 >XP_004614486.1
OG0010337 >XP_004609055.1
OG0010338 >XP_012788986.1
OG0010339 >XP_004608182.1
OG0010340 >XP_004611325.1
OG0010341 >XP_004621205.1
OG0010342 >XP_004609518.1
OG0010343 >XP_004612038.1
OG0010344 >XP_004610216.1
OG0010345 >XP_004617461.1
OG0010346 >XP_004609369.1
OG0010347 >XP_004620715.1
OG0010348 >XP_012789960.1
OG0010349 >XP_004607792.1
OG0010350 >XP_004608239.1
OG0010351 >XP_004610026.1
OG0010352 >XP_012789135.1
OG0010353 >XP_004610656.1
OG0010354 >XP_004608183.1
OG0010356 >XP_004610655.1
OG0010357 >XP_004610215.1
OG0010359 >XP_012787813.1
OG0010360 >XP_004613072.2
OG0010361 >XP_004620713.1
OG0010362 >XP_012788027.1
OG0010363 >XP_004607876.1
OG0010364 >XP_004610653.1
OG0010365 >XP_012788366.1
OG0010366 >XP_012791058.1
OG0010367 >XP_004609219.1
OG0010369 >XP_004606898.1
OG0010370 >XP_004613073.1
OG0010371 >XP_004620712.1
OG0010372 >XP_004600299.1
OG0010373 >XP_004609126.2
OG0010374 >XP_004612037.1
OG0010375 >XP_004609736.1
OG0010376 >XP_004604801.1
OG0010377 >XP_012790481.1
OG0010378 >XP_004617375.1
OG0010379 >XP_004617830.1
OG0010380 >XP_004607790.1
OG0010381 >XP_004610964.1
OG0010382 >XP_004617264.1
OG0010383 >XP_004600601.1
OG0010384 >XP_004609519.1
OG0010385 >XP_004609218.1
OG0010386 >XP_004614485.1
OG0010387 >XP_004602457.1
OG0010388 >XP_004608184.1
OG0010389 >XP_004606897.1
OG0010390 >XP_004607788.1
OG0010391 >XP_004618810.1
OG0010392 >XP_004609216.1
OG0010393 >XP_004611997.1
OG0010394 >XP_004604804.1
OG0010395 >XP_004617460.1
OG0010396 >XP_004617268.1
OG0010397 >XP_012791181.1
OG0010398 >XP_012788347.1
OG0010399 >XP_004610086.1
OG0010400 >XP_012790513.1
OG0010401 >XP_012791328.1
OG0010402 >XP_004604805.1
OG0010403 >XP_004607106.1
OG0010404 >XP_004621070.1
OG0010405 >XP_004618939.1
OG0010406 >XP_004600942.1
OG0010407 >XP_004607964.1
OG0010408 >XP_004618942.1
OG0010409 >XP_004610899.1
OG0010410 >XP_004617516.2
OG0010411 >XP_004610898.1
OG0010412 >XP_004617807.1
OG0010413 >XP_004621584.1
OG0010414 >XP_012791189.1
OG0010415 >XP_004617376.1
OG0010416 >XP_004600600.1
OG0010417 >XP_012788828.1
OG0010418 >XP_012788566.1
OG0010419 >XP_004616595.1
OG0010420 >XP_004607966.1
OG0010421 >XP_012788369.1
OG0010422 >XP_004607642.1
OG0010423 >XP_004608186.1
OG0010424 >XP_004617514.1
OG0010425 >XP_012788476.1
OG0010427 >XP_004621762.1
OG0010428 >XP_004618851.1
OG0010429 >XP_004607968.1
OG0010430 >XP_004609849.1
OG0010431 >XP_004606896.1
OG0010432 >XP_004613074.1
OG0010433 >XP_004612248.1
OG0010434 >XP_004604807.1
OG0010435 >XP_004610083.1
OG0010436 >XP_012791035.1
OG0010437 >XP_004609125.1
OG0010438 >XP_004610210.1
OG0010440 >XP_012788363.1
OG0010441 >XP_004609676.1
OG0010442 >XP_012791512.1
OG0010443 >XP_004605141.2
OG0010444 >XP_004613293.1
OG0010445 >XP_004613116.1
OG0010446 >XP_004600472.1
OG0010447 >XP_004609522.1
OG0010448 >XP_004605142.1
OG0010449 >XP_012787860.1
OG0010450 >XP_004609214.1
OG0010452 >XP_004600303.1
OG0010453 >XP_012790482.1
OG0010454 >XP_004609213.1
OG0010455 >XP_004617457.2
OG0010457 >XP_004609738.1
OG0010458 >XP_004609850.1
OG0010459 >XP_004607870.1
OG0010460 >XP_012787338.1
OG0010461 >XP_012788980.1
OG0010462 >XP_012788405.1
OG0010463 >XP_004614484.1
OG0010464 >XP_004610208.1
OG0010465 >XP_004617270.2
OG0010466 >XP_004617826.1
OG0010467 >XP_004613078.1
OG0010468 >XP_004611000.1
OG0010470 >XP_012790150.1
OG0010471 >XP_004621590.1
OG0010472 >XP_004602447.1
OG0010473 >XP_012788406.1
OG0010474 >XP_004621754.1
OG0010475 >XP_004609124.1
OG0010476 >XP_004604092.1
OG0010477 >XP_012790335.1
OG0010478 >XP_012787314.1
OG0010479 >XP_004607783.1
OG0010480 >XP_004607102.1
OG0010481 >XP_004604906.1
OG0010482 >XP_012790124.1
OG0010484 >XP_012791145.1
OG0010485 >XP_004607782.1
OG0010486 >XP_004617455.1
OG0010488 >XP_004607781.1
OG0010489 >XP_004609053.1
OG0010490 >XP_004610999.1
OG0010491 >XP_004602631.1
OG0010492 >XP_004609678.1
OG0010493 >XP_004609211.1
OG0010494 >XP_004606869.1
OG0010496 >XP_004604903.1
OG0010497 >XP_004600306.1
OG0010498 >XP_004604810.1
OG0010499 >XP_004617510.1
OG0010500 >XP_004609525.1
OG0010501 >XP_012787781.1
OG0010503 >XP_004610079.1
OG0010504 >XP_004607868.1
OG0010505 >XP_004609123.1
OG0010507 >XP_004604811.1
OG0010508 >XP_004607867.1
OG0010509 >XP_004621192.1
OG0010510 >XP_004616596.1
OG0010511 >XP_004606889.1
OG0010512 >XP_004618943.1
OG0010513 >XP_004600474.1
OG0010514 >XP_004609526.1
OG0010515 >XP_004603383.1
OG0010516 >XP_004607778.1
OG0010517 >XP_004603442.1
OG0010518 >XP_004611326.1
OG0010519 >XP_004609527.1
OG0010520 >XP_004606973.1
OG0010521 >XP_004604813.1
OG0010522 >XP_012789860.1
OG0010523 >XP_004610078.1
OG0010524 >XP_004607779.1
OG0010525 >XP_004616599.1
OG0010526 >XP_004602446.1
OG0010527 >XP_004606078.1
OG0010528 >XP_004607977.1
OG0010529 >XP_004618854.1
OG0010530 >XP_004617509.1
OG0010531 >XP_012788478.1
OG0010532 >XP_004604902.1
OG0010533 >XP_004606077.1
OG0010534 >XP_004609329.1
OG0010535 >XP_004600307.1
OG0010536 >XP_012788509.1
OG0010537 >XP_012790074.1
OG0010538 >XP_004618813.1
OG0010539 >XP_004600317.1
OG0010540 >XP_004607776.1
OG0010541 >XP_004603939.1
OG0010542 >XP_004605144.1
OG0010543 >XP_004621596.1
OG0010544 >XP_004614481.1
OG0010545 >XP_012788588.1
OG0010546 >XP_012790126.1
OG0010547 >XP_004602722.1
OG0010548 >XP_012790491.1
OG0010550 >XP_004606076.1
OG0010551 >XP_004607865.1
OG0010552 >XP_004617508.1
OG0010553 >XP_004607863.1
OG0010554 >XP_004601035.1
OG0010555 >XP_004602689.1
OG0010557 >XP_004605145.1
OG0010558 >XP_004600753.1
OG0010559 >XP_012787336.1
OG0010560 >XP_004609122.1
OG0010561 >XP_004613082.1
OG0010562 >XP_004617825.1
OG0010563 >XP_004609743.1
OG0010564 >XP_004617454.1
OG0010565 >XP_004603727.1
OG0010566 >XP_004601450.1
OG0010567 >XP_004618084.1
OG0010568 >XP_004612246.1
OG0010569 >XP_004618083.1
OG0010570 >XP_012790127.1
OG0010572 >XP_004609928.1
OG0010573 >XP_004605146.1
OG0010574 >XP_004617803.1
OG0010575 >XP_004621203.1
OG0010576 >XP_004605147.1
OG0010577 >XP_004604897.1
OG0010578 >XP_004609530.1
OG0010579 >XP_004619426.1
OG0010580 >XP_004605148.1
OG0010582 >XP_004609531.1
OG0010583 >XP_004615335.1
OG0010584 >XP_004611040.1
OG0010585 >XP_004614501.1
OG0010586 >XP_004609929.1
OG0010587 >XP_012790339.1
OG0010588 >XP_012788721.1
OG0010589 >XP_004605468.1
OG0010590 >XP_004604896.1
OG0010591 >XP_004615700.1
OG0010592 >XP_012788522.1
OG0010593 >XP_004610995.1
OG0010594 >XP_004618814.1
OG0010595 >XP_004602863.1
OG0010596 >XP_004621614.1
OG0010597 >XP_012787130.1
OG0010599 >XP_004606075.1
OG0010600 >XP_004618859.1
OG0010601 >XP_004619425.1
OG0010602 >XP_004604894.1
OG0010603 >XP_012787315.1
OG0010604 >XP_004617503.1
OG0010605 >XP_012788479.1
OG0010606 >XP_012791036.1
OG0010607 >XP_004603438.1
OG0010608 >XP_004607267.1
OG0010609 >XP_004610420.1
OG0010610 >XP_004618816.1
OG0010611 >XP_012788480.1
OG0010612 >XP_004622822.2
OG0010613 >XP_004607859.1
OG0010614 >XP_012788622.1
OG0010615 >XP_004612032.1
OG0010616 >XP_004611037.1
OG0010617 >XP_004607771.1
OG0010618 >XP_012788591.1
OG0010620 >XP_012789778.1
OG0010622 >XP_004607534.1
OG0010623 >XP_012788831.1
OG0010624 >XP_012790331.1
OG0010626 >XP_004607770.1
OG0010627 >XP_004609931.1
OG0010628 >XP_004606786.1
OG0010629 >XP_012788593.1
OG0010630 >XP_004611036.1
OG0010632 >XP_004619437.1
OG0010633 >XP_004601281.1
OG0010634 >XP_004606867.1
OG0010635 >XP_004603437.1
OG0010636 >XP_004609538.1
OG0010637 >XP_004600755.1
OG0010638 >XP_004609539.1
OG0010639 >XP_004617801.2
OG0010640 >XP_004613410.1
OG0010642 >XP_004610319.1
OG0010643 >XP_004616337.1
OG0010644 >XP_004609121.1
OG0010645 >XP_012790184.1
OG0010646 >XP_004613409.1
OG0010647 >XP_012791154.1
OG0010648 >XP_004609540.1
OG0010649 >XP_004607101.1
OG0010650 >XP_004609208.1
OG0010651 >XP_004607911.1
OG0010652 >XP_004606072.1
OG0010653 >XP_004610992.1
OG0010654 >XP_004601038.1
OG0010655 >XP_004609936.1
OG0010657 >XP_004610421.1
OG0010658 >XP_004617499.1
OG0010659 >XP_004619424.1
OG0010660 >XP_012787619.1
OG0010661 >XP_004600484.1
OG0010662 >XP_004617386.1
OG0010663 >XP_004604814.1
OG0010664 >XP_004607858.1
OG0010665 >XP_012790163.1
OG0010666 >XP_004604077.1
OG0010667 >XP_004605471.1
OG0010668 >XP_004602862.1
OG0010669 >XP_004617824.1
OG0010670 >XP_004617498.1
OG0010672 >XP_004607910.1
OG0010673 >XP_004616339.2
OG0010674 >XP_004603893.1
OG0010675 >XP_012790487.1
OG0010676 >XP_012788481.1
OG0010677 >XP_004600756.1
OG0010678 >XP_004610370.1
OG0010679 >XP_004609541.1
OG0010680 >XP_004606865.1
OG0010681 >XP_004600757.1
OG0010682 >XP_004609046.1
OG0010683 >XP_004606177.1
OG0010684 >XP_004617497.1
OG0010685 >XP_004617277.1
OG0010686 >XP_004609203.1
OG0010687 >XP_012790245.1
OG0010689 >XP_004615341.1
OG0010690 >XP_004604004.1
OG0010691 >XP_012787075.1
OG0010692 >XP_012790559.1
OG0010693 >XP_004617870.1
OG0010694 >XP_004619434.1
OG0010696 >XP_004608014.1
OG0010697 >XP_012788482.1
OG0010698 >XP_004603892.1
OG0010699 >XP_004607538.1
OG0010700 >XP_004617823.1
OG0010701 >XP_004618818.1
OG0010702 >XP_004620739.1
OG0010703 >XP_004617871.1
OG0010705 >XP_004610991.1
OG0010706 >XP_004604078.1
OG0010707 >XP_004617872.1
OG0010708 >XP_004607766.1
OG0010709 >XP_004615342.1
OG0010710 >XP_004607857.1
OG0010711 >XP_004615206.1
OG0010712 >XP_004607099.1
OG0010713 >XP_012790560.1
OG0010714 >XP_004605150.1
OG0010715 >XP_004620738.1
OG0010716 >XP_012788597.1
OG0010718 >XP_004609119.1
OG0010719 >XP_004604079.1
OG0010720 >XP_004607260.1
OG0010721 >XP_004604890.1
OG0010722 >XP_004601445.1
OG0010723 >XP_012789027.1
OG0010725 >XP_004618819.1
OG0010726 >XP_004611044.1
OG0010727 >XP_004609938.1
OG0010728 >XP_004611002.1
OG0010729 >XP_012787445.1
OG0010730 >XP_004614560.1
OG0010731 >XP_012787334.1
OG0010732 >XP_012790488.1
OG0010733 >XP_012790561.1
OG0010734 >XP_004600759.1
OG0010735 >XP_004607853.1
OG0010737 >XP_004609198.1
OG0010738 >XP_004614561.1
OG0010739 >XP_004607761.1
OG0010740 >XP_004617450.1
OG0010741 >XP_004602437.1
OG0010742 >XP_012787936.1
OG0010744 >XP_004613408.1
OG0010745 >XP_004607852.1
OG0010746 >XP_012790330.1
OG0010747 >XP_004603721.1
OG0010748 >XP_004607543.1
OG0010749 >XP_004614563.1
OG0010751 >XP_004607660.1
OG0010752 >XP_012790168.1
OG0010753 >XP_004607908.1
OG0010754 >XP_004619433.1
OG0010755 >XP_012790489.1
OG0010756 >XP_004600479.1
OG0010757 >XP_004607757.1
OG0010758 >XP_004616341.2
OG0010760 >XP_004600309.1
OG0010761 >XP_004606227.1
OG0010762 >XP_004611990.1
OG0010764 >XP_004611004.1
OG0010765 >XP_004608013.1
OG0010766 >XP_004601276.1
OG0010767 >XP_004603887.1
OG0010768 >XP_004601043.1
OG0010769 >XP_004609941.1
OG0010770 >XP_004615805.1
OG0010772 >XP_012787618.1
OG0010773 >XP_004615699.1
OG0010774 >XP_004614566.1
OG0010775 >XP_004603930.1
OG0010776 >XP_004606070.1
OG0010777 >XP_004603884.1
OG0010780 >XP_004619105.1
OG0010781 >XP_004617798.1
OG0010782 >XP_004620737.1
OG0010783 >XP_004611007.1
OG0010785 >XP_004603386.1
OG0010786 >XP_004611008.1
