sample_HFS308	sample_HFS309	sample_HFS310	sample_HFS311	sample_HFS312
ALAD	30.6097	27.3979	23.3954	28.7856	29.3302
ALAS1	30.6881	31.2156	31.8869	35.1161	30.4186
ALAS2	3.65554	3.60178	4.94135	9.24556	6.51003
ALB	54.9529	52.0381	201.976	296.493	171.514
ALCAM	25.1886	46.2453	44.5172	43.2944	34.3847
ALDH16A1	4.1494	3.60228	5.154977	5.52091	6.0867
ALDH18A1	10.80716	11.154691	12.12597	15.04927	14.4936
ALDH1A1	186.028	11.2427	138.66	207.935	267.281
ALDH1A2	1.48322	2.23434	2.86123	0.8315790494546	4.77673
ALDH1A3	2.57097	7.13884	14.1818	1.73475	5.03934
ALDH1B1	11.5508	11.6046	8.0729	14.3771	13.5881
ALDH1L1	35.3469	27.5792	32.7307	42.3769	42.0515
ALDH1L2	2.90834	5.52502	4.67224	4.4119	5.28796
ALDH2	726.131	604.092	529.081	694.192	763.76
ALDH3A1	0.103111	0.0861834	0.212144	0.0761603	0
ALDH3A2	31.9253	28.6903	29.5868	36.3821	32.5214
ALDH3B1	8.94733	2.84461	6.641495	4.69301	5.30123
ALDH4A1	53.0567	52.0178	64.7964	53.116	36.0176
ALDH5A1	176.48	135.337	187.627	187.763	210.047
ALDH6A1	25.0655	20.7344	22.9008	30.4146	23.3089
ALDH7A1	38.004464	55.491	54.19999	55.02988	40.429932
ALDH8A1	0.09043997	0.3026692	0.806879	1.729291	1.7156053
ALDH9A1	36.6252	40.2278	34.0342	38.6017	27.6878
ALDOA	2301.52807	2301.204074	2099.738897	2636.591875	2453.217069
ALDOB	6.00588	5.67829	17.0297	23.7775	17.5442
ALDOC	1237.59	1007.03	1266.35	1324.1	1125.02
ALG1	25.963	25.59	26.3342	17.0642	19.9927
ALG10	11.2448	16.8561	10.9604	14.5994	14.8816
ALG11	4.5994	3.72398	4.01556	4.07361	3.38759
ALG12	19.0348	17.8221	16.4756	15.1204	14.9885
ALG13	6.57462	9.0391	5.10218	6.51117	4.90218
ALG14	16.8908	21.5841	21.1188	13.6257	18.5778
ALG2	25.5607	22.0301	23.3552	18.9497	24.2348
ALG3	11.43771	18.77025	16.57334	14.19709	16.90506
ALG5	6.78481	12.6462	10.0386	9.47563	7.75648
ALG6	12.347	7.72334	7.95503	8.73625	8.84742
ALG8	6.40162	6.57949	5.56215	6.93455	5.70934
ALG9	6.20575	7.83312	9.00479	6.22716	11.2175
ALK	3.31915	2.72222	2.84252	2.66127	3.54484
ALKBH1	6.7756	11.2355	9.80335	12.2779	11.3716
ALKBH2	22.4509	30.4719	25.1263	26.4905	24.5923
ALKBH3	27.3466	21.8646	15.4346	18.1671	21.3064
ALKBH4	35.3239	43.4425	30.9283	31.0119	27.5284
ALKBH5	17.8582	21.4804	18.2656	17.658	17.6019
ALKBH6	44.2187	37.7916	54.8786	50.71993	47.702
ALKBH7	67.3263	72.2132	57.1316	62.3528	68.6437
ALKBH8	4.35356	4.69585	4.64048	4.62942	4.81378
ALLC	0	0	0	0	0
ALMS1	3.51711	3.84611	3.38979	3.91797	4.28211
ALOX12	0.407242	0.598152	0.574292	0.412987	0.840086
ALOX15	0	0.322293	0.28146	0.688094	0.398408
ALOX5	0.170839	0.19109	0.227408	0.20439	0.263088
ALOX5AP	9.30885	4.15956	3.09516	7.80725	5.61062
ALOXE3	2.26627	4.45267	3.01615	3.84048	5.06138
ALPI	0	0	0.14845	0.106686	0
ALPK1	0.127173	0.534498	0.618847	0.515588	0.965995
ALPK2	0.54076	0.554649	0.363241	0.585216	0.323848
ALPK3	4.32825	6.1496	4.80786	4.28915	4.21661
ALPL	20.0553	15.1492	22.9125	22.9291	17.3302
ALS2	11.6011	14.816	11.9528	13.8586	14.8938
ALS2CL	1.12403	1.000824	1.80328	1.036826	1.112305
ALS2CR11	0.0407302	0.342685	0.041699	0.180083	0.134563
ALS2CR12	0	0.0890591	0	0	0.421394
ALX1	0.324149	0.542816	0.666057	0	0.267215
ALX3	1.95576	0.635429	1.2299	0.963196	1.50345
ALX4	0.346601	0	0	0.383406	0
ALYREF	67.5422	55.6314	69.4194	55.7878	62.5694
AMACR	19.998	16.7098	22.1173	16.9845	21.2816
AMBN	0	0	0	0	0
AMBP	5.2358	4.27138	17.8887	27.6986	18.4981
AMBRA1	22.2707526188	23.449392	22.1218928	25.0047990177618	24.030954
AMD1	40.8217	48.1121	45.2243	49.0392	33.9733
AMDHD1	2.09228	2.81597	2.89895	3.08974	1.97913
AMDHD2	15.1398	18.4132	17.0867	15.6099	12.1174
AMELX	0	0	0	0	0
AMER1	1.38482	1.52633	0.819641	1.63323	1.38225
AMER3	20.8207	26.281	21.1602	28.1203	30.8016
AMFR	128.659	154.329	145.603	136.052	128.704
AMH	0	0.0884687	0	0	0.0697644
AMHR2	0.755454	1.439	0.493559	0.608129	0.906196
AMICA1	1.67186	0	0.917707	0.494066	0.367171
AMIGO1	44.7727	47.4415	51.8085	49.2544	55.8363
AMIGO2	2.57695	1.66547	3.62935	5.86842	3.8854
AMIGO3	3.75112	6.78736	6.8575	5.37081	6.68058
AMMECR1	1.19728	1.39043	1.48783	0.70425	0.626981
AMMECR1L	18.0276	19.9773	18.3432	19.007	17.0917
AMN	0.24632	0.205554	0	0.182041	0.567802
AMN1	98.5716	81.141	81.4268	76.7716	74.8834
AMOT	8.08629	5.91558	6.38663	8.25827	6.31983
AMOTL1	7.76146	9.03248	8.21485	7.46813	8.49777
AMOTL2	14.851224	16.63381	13.902073	12.96881	15.58206
AMPD1	0.095805	0	0.0982403	0	0.235783
AMPD2	34.9275	41.2752	31.1932	39.6452	41.5176
AMPD3	13.9196	8.63444	12.2476	15.9034	13.5485
AMPH	57.9639	66.199	65.5945	78.098	84.7328
AMT	12.354	16.435946	16.08636	13.47930870376	14.8814061
AMTN	0	0	0	0	0
AMZ2	94.0335	90.3238	121.408	88.8536	87.6777
ANAPC1	12.5411	12.9868	13.5288	14.3217	14.2965
ANAPC10	25.006	22.5503	13.426	22.5745	19.6399
ANAPC11	521.373	643.769	522.632	479.309	423.019
ANAPC13	587.973	505.336	672.921	646.825	598.207
ANAPC15	66.6739	58.4809	64.1439	64.4686	48.338
ANAPC16	198.6005	195.1691	194.7846	221.7084	174.3126
ANAPC2	96.5829	98.8282	84.0391	81.4852	89.2951
ANAPC4	18.5679	27.2519	20.8131	36.4913	29.4577
ANAPC5	31.6206	54.7966	23.8541	40.5388	43.4274
ANAPC7	23.6984	26.4551	27.5294	30.0235	24.7326
ANG	3.06384	0.365654	5.43281	5.75458	2.84791
ANGEL1	14.9532	11.2141	14.7018	12.8268	16.0746
ANGEL2	21.4564	24.5728	22.1135	20.8742	19.9428
ANGPT1	2.696751	2.115079	4.225661	3.273135	3.20653
ANGPT2	3.01148	3.10432	4.36233	2.56467	3.0558
ANGPT4	8.68322	7.72337	11.05	2.38205	4.15605
ANGPTL1	22.5688	9.7785	18.273	19.1452	17.6243
ANGPTL2	26.043	24.8714	28.8473	24.8111	25.4939
ANGPTL3	0.422107	0.212	1.38802	1.74503	1.22472
ANGPTL4	10.042	10.1581	13.8662	6.99195	14.626
ANGPTL6	2.71596	4.4757	3.05264	3.00755	5.87648
ANGPTL7	0.129718	0	2.00474	0.479423	0.683327
ANHX	0.436611	0.364756	0.561631	0.322545	0.503446
ANK1	52.0337	39.1908	44.13042	51.2927	51.8471
ANK2	31.6072	34.5699	26.0329	36.9375	34.5548
ANK3	18.857	14.8177	15.6772	20.5854	18.4093
ANKAR	0.0523852	0.022027	0.0804739	0	0
ANKDD1A	170.744	220.505	153.787	186.657	222.887
ANKEF1	0.0459562	0	0.0942382	0	0.151706
ANKFN1	0.0891945	0.711542	0.411499	0.591949	0.441679
ANKFY1	4.34231	5.73688	5.11363	5.33443	5.87332
ANKH	132.172	122.188	136.97	138.248	138.502
ANKIB1	9.07522	9.65943	9.3425	11.8581	9.27549
ANKK1	0	0.118501	0	0.0693921	0.217429
ANKLE1	0.875719	1.18575	1.65968	1.73969	1.51111
ANKLE2	8.88976	10.0787	8.74837	9.30948	9.3771
ANKMY1	0.215167	0.572557	0.293976	0.237937	0.615779
ANKMY2	87.5703	114.538	106.328	136.028	115.532
ANKRA2	10.4396	14.5275	10.1596	12.4563	13.0977
ANKRD1	18.6721	17.2886	11.5644	14.9027	5.22696
ANKRD10	37.3554	48.0727	30.4678	25.3351	35.0171
ANKRD11	30.9796	31.5781	28.278	33.6077	32.2366
ANKRD12	11.86552	11.54071	14.74789	13.65489	12.19209
ANKRD13A	32.2644	24.4584	29.1275	28.2614	35.0953
ANKRD13B	20.5156	29.7029	20.6331	21.1191	22.3749
ANKRD13C	17.4857	23.4842	14.8748	17.7952	15.2927
ANKRD13D	100.632	96.8063	86.1026	81.0838	101.287
ANKRD16	24.7971	24.3341	15.7624	15.7041	18.2183
ANKRD17	15.07125	21.77772	18.76033	20.47441	18.7161
ANKRD2	2.23264	0.657018	1.48857	0.582492	3.11275
ANKRD22	0	0	0	0	0
ANKRD23	31.646	15.4838	14.3315	21.5914	25.866
ANKRD24	18.6413	16.4506	12.8831	17.5278	17.9179
ANKRD26	9.33792	7.00257	7.00373	8.63124	9.4161
ANKRD27	7.27543	9.15329	8.2286	7.86514	8.98692
ANKRD28	8.074005	6.28075	8.5712	9.12781383149	7.86952230229
ANKRD29	10.2439	14.4544	11.0966	5.33951	7.52249
ANKRD31	0	0	0	0.0272922	0
ANKRD32	2.49998	3.42171	3.66244	3.36396	3.24523
ANKRD33	0	0.102777	0	0	0
ANKRD33B	4.08789	20.4979	10.1368	4.25834	4.28259
ANKRD34A	63.3953	91.098	67.6487	39.4565	62.0855
ANKRD34B	24.3365	15.3067	20.131	21.8912	26.0071
ANKRD34C	0.0759216	0.127189	0	0	0
ANKRD35	8.86491	7.00257	8.75668	6.14318	7.23645
ANKRD37	12.2001	11.8365	9.3502	12.1055	12.75
ANKRD39	50.4341	60.4197	50.3905	50.6671	46.8992
ANKRD40	121.127	117.453	128.941	138.16	131.525
ANKRD42	2.39514	4.81338	6.4013	1.45071	2.00509
ANKRD44	1.66465	2.27291	1.08057	2.91081	1.44419
ANKRD45	21.4332	37.8084	27.6593	27.5746	31.5642
ANKRD46	46.91	49.512	45.1807	47.137	61.4108
ANKRD49	16.4585	21.5343	15.9608	16.9996	12.0195
ANKRD50	13.511	13.6852	12.9416	15.9001	16.5913
ANKRD52	9.47854	11.1093	13.7777	12.1117	14.0667
ANKRD53	0	0.0626983	0	0	0
ANKRD54	73.4145	105.588	65.988	46.0874	66.0753
ANKRD55	7.26462	10.8651	4.28648	9.73615	8.78906
ANKRD6	6.91305	7.57269	4.11373	10.7037	8.77796
ANKRD60	0	0	0	0	0
ANKRD63	0.107304	2.15178	0.441646	0.0792662	0.141413
ANKRD66	1.64081	1.47799	0.685984	0.448329	0.441136
ANKRD7	0.164471	0	0	0.2428	0
ANKRD9	85.9099	84.1885	64.435	44.6725	61.5762
ANKS1A	86.5042	64.3598	59.224	78.3474	70.0724
ANKS1B	9.01113	12.7885	11.4829	9.69772	11.0776
ANKS3	15.0186	15.8911	13.8554	13.2692	12.7604
ANKS4B	0	0.080467	0	0.071056	0.0634252
ANKS6	7.82742	9.28251	7.82043	6.89024	9.86744
ANKUB1	0	0	0.377326	0.203261	0.362961
ANKZF1	13.4329	14.4112	11.9637	15.0468	15.6679
ANLN	5.58439	2.45378	6.53361	8.39658	6.8113
ANO1	2.88635	0.956802	1.81924	2.51604	3.63011
ANO10	9.38472	8.72551	6.71199	11.1066	11.9991
ANO2	0	0.0625284	0.0381316	0	0
ANO3	1.02183	0.858858	0.979358	0.607461	0.958046635
ANO4	17.092409	16.11854	15.392104	23.38512	19.4726300079242
ANO5	2.48118	3.41546	4.8929	3.15489	2.90905
ANO6	5.57278	6.20198	6.12682	4.95194	5.84951
ANO7P1	1.12938	1.19451	0.600279	1.32622	0.165719
ANO8	42.211	37.4825	31.2537	29.454	33.5033
ANO9	0.140105	0	0.143656	0.0344399	0.369992
ANOS1	43.0891	33.9175	42.9935	43.5178	53.676
ANP32A	330.543	366.54	364.846	381.521	347.143
ANP32B	109.478	100.934	112.626	103.322	90.2326
ANP32E	245.998	105.188	228.16	180.992	202.964
ANPEP	0.761709	0.426702	0.520363	0.534812	0.574914
ANTXR1	1.158201	2.167192	3.575835	2.120452	2.046991
ANTXR2	3.499397	1.789717	3.6959	3.600244	4.265102
ANXA1	5.84351	3.0481	4.51336	2.69902	3.68841
ANXA10	0.138195	0.460552	0	0	0
ANXA11	36.3035	43.14201	41.6631	38.87861	33.7979
ANXA13	3.38723	0.975197	2.88601	0.604138	2.23132
ANXA2	29.227	48.6859	60.5706	39.5231	37.1428
ANXA3	5.25745	4.66659	9.91911	7.36336	8.01073
ANXA4	2.72955	3.07033	3.38711	1.45957	2.41983
ANXA5	60.6793	59.8438	86.073	91.2784	97.0914
ANXA6	106.369	92.0156	97.5472	113.986	143.943
ANXA7	29.73033	29.35485	36.3923	32.94158	28.87814
ANXA9	0.611048	0.101992	1.00687	0.993471	0.402455
AOAH	0	0.812853	0.142256	0.0511217	0.0457054
AOC1	0	0.794546	1.42333	0.107671	0.43309
AOC2	2.03215	2.14253	2.675630221688	2.73483	3.3418
AOC3	0.841872	0.549749	0.948834	0.983995	0.958334
AOX1	4.78277	4.53056	7.08906	5.12036	2.77726
AP1AR	75.5823	59.216	63.6797	49.0406	57.7568
AP1B1	78.3943	80.59674	70.05537	84.27583	85.10806
AP1G1	15.26482	20.734	16.265296	20.10421	16.65816
AP1G2	20.9434	20.9284	25.0899	17.9124	22.6378
AP1M1	143.017901	161.353	143.111	165.963	165.659
AP1M2	0.730546	0.23028673	0.4716406	0.2710052	0.782647
AP1S1	666.895	673.589	646.299	578.898	645.575
AP1S2	61.08071	50.3858	78.65188	62.526519	53.7622
AP1S3	1.40508	1.95697	0.970551	1.36433	0.606381
AP2A1	118.182584	164.56692	121.61722	152.802644	144.92877
AP2A2	141.342	175.483	133.865	160.663	167.665
AP2B1	62.9922	64.4454	66.056	82.913	74.5422
AP2M1	719.749686	716.878826	743.726442	839.11292	838.992793
AP2S1	268.958	287.124	255.199	309.293	308.407
AP3B1	7.09319	8.1452	6.29344	9.22009	7.8435
AP3B2	82.8923	101.651	72.12734	94.812277	92.8798
AP3D1	150.624	172.619	141.542	159.36	159.18
AP3M1	21.70208	22.35838	20.75985	20.64139	20.42256
AP3M2	37.2344	48.9157	40.6415	39.7806	47.579
AP3S1	45.644	37.6607	40.3315	42.9333	45.3293
AP4B1	9.87009	9.961545	8.65189	10.80351	8.087463
AP4E1	2.05077	2.15509	1.97716	2.4675	1.93235
AP4M1	21.8225	21.9031	17.7476	22.2659	21.3996
AP4S1	46.1737	45.9743	48.6577	44.4578	48.5026
AP5B1	7.97601	9.07878	6.58084	4.61637	6.89969
AP5M1	5.73403	6.89797	7.39841	11.7186	11.7837
AP5S1	19.757	29.0852	23.5236	26.1539	27.0548
AP5Z1	14.511	17.2794	17.7622	15.7466	16.903
APAF1	0.882071	1.43376	1.02399	1.25698	1.2236
APBA1	118.041	108.82	110.226	128.731	140.04
APBA2	216.124	220.634	238.366	217.607	222.539
APBA3	8.64069	9.40683	8.86886	9.32497	7.95645
APBB1	329.3113	343.97164401956	328.6543423	346.8122	304.75475
APBB1IP	1.08064	1.3148	1.05307	0.797074	1.03425
APBB2	13.0118800499253	13.21612	11.259521153275	10.3932500005322	11.73034541046
APBB3	50.15596	52.10488	47.559755	51.13047	52.00444
APC	16.8533	11.0881	12.4157	14.3666	13.3075
APC2	79.3748	77.1125	55.5058	58.8154	60.983
APCDD1	15.8781	19.4117	18.6021	19.3873	21.9485
APEH	36.1288	30.4125	34.5197	39.9463	35.3136
APELA	167.998	92.6637	195.236	48.1315	40.8176
APEX1	74.487	76.9525	79.008	68.0388	77.6714
APEX2	3.2246	2.0262	2.03202	2.32567	1.4503
APH1A	194.0531	180.9004	186.1195	165.4011	190.5611
APH1B	14.13155	16.2079	14.2537	15.330618	16.6799
API5	19.06524	17.151343	17.911788584	15.83078	17.291378
APIP	13.9179	21.6612	22.0963	24.8636	20.9763
APITD1	25.408	28.9494	21.3677	21.6641	23.5977
APLF	6.39204	9.19716	8.80471	7.49262	8.03568
APLNR	4.07754	1.97246	1.98741	1.98165	2.68685
APLP1	593.765	682.759	524.947	667.494	703.005
APLP2	186.1685	193.97966	197.3235	254.024092	249.85923
APMAP	64.9482	83.3638	81.9245	95.8546	91.0785
APOA1	15.4956	18.013	54.7203	78.5406	56.7999
APOA1BP	99.3776	100.929	72.7392	44.6049	58.6912
APOA2	4.09589	3.46078	9.43838	10.7054	7.9733
APOA5	0.118995	0.596007	1.34778	2.28624	1.48926
APOB	0.0698341	0.0529363	0.100016	0.0977379	0.129256
APOBEC1	0	0	0.200252	0	0
APOBEC2	4.30259	2.21257	2.33164	2.11577	3.63221
APOBR	0.193616	0.16191	0.0995509	0.714916	0.127623
APOC1	251.519	205.193	250.315	331.459	311.496
APOC2	0	0	1.9255	0	0
APOC4	5.39586	6.01625	5.66002	7.7601	9.31064
APOD	0	0.202815	0.253015	0.179825	1.28052
APOE	7647.13	6720.12	5699.41	6525.6	6000.94
APOF	0.443396	0.123066	0.152356	0.655181	0.0972733
APOH	5.96525	4.36894	13.2894	25.5507	16.2771
APOLD1	4.33857	4.915	2.03933	2.76313	2.84752
APOM	3.60055	4.77808	4.47307	3.35363	3.29955
APOO	83.5309	89.6329	102.285	102.242	96.2246
APOOL	28.9511	44.0076	28.1067	50.9695	37.281
APOPT1	112.205	98.7744	111.85	92.7205	110.865
APP	608.412	534.988	660.253	802.733	770.21
APPBP2	8.33528	9.74767	10.2129	7.88637	6.07597
APPL1	8.34847	12.8603	10.3373	11.038	9.47617
APPL2	43.0174	37.0102	41.608	39.2598	41.761
APRT	110.144	101.395	108.812	99.2397	122.024
APTX	68.6987	27.0484	52.4236	57.1484	61.0544
AQP1	6.69134	6.12331	8.80467	17.2873	16.0505
AQP10	0	0	0	0	0
AQP11	21.9314	16.0318	21.9464	26.8609	19.6507
AQP2	0	0	0	0	0
AQP3	0	0.128936	0.159812	0	0
AQP4	40.10733	34.36978	38.9425	49.5733	38.343619
AQP5	5.23618	1.59664	3.06218	3.21694	2.52305
AQP6	0	0.536479	0.664973	0.594797	0.212011
AQP7	0.456123	1.01214	0.626999	0.673844	0.700223
AQP8	0.664587	0	0.857282	1.22652	1.09171
AQP9	0.305549	0.12712	0.629985	0.902715	0.703513
AQR	6.24956	7.79125	6.44502	8.46559	6.47593
AR	1.50033	2.08958	1.61865	2.67813	2.7376
ARAF	11.3298	15.3195	12.5581	12.3965	11.8378
ARAP1	14.1156	12.6937	15.8326	11.1212	14.7101
ARAP2	11.9682	7.77028	9.59393	11.8403	10.3336
ARAP3	2.90067	2.38517	3.03691	2.57153	2.63705
ARC	9.77759	15.4624	6.57036	9.3654	8.93364
ARCN1	53.8191	65.3802	64.54949	58.45308	63.130651
AREG	0	0.937994	0	0.555113	0.247251
AREL1	38.9583	46.9161	40.1129	47.3923	41.7582
ARF1	653.242	710.95	662.157	758.814	720.565
ARF3	314.2618	395.5462	358.5314	342.094	362.1198
ARF4	76.1228	83.8155	95.3049	85.3531	88.4433
ARF5	208.783	257.813	165.633	209.474	217.608
ARF6	30.9122	41.1688	31.0686	32.7164	36.0941
ARFGAP1	88.9371	116.022	97.2652	83.7961	103.126
ARFGAP2	145.279	167.196	161.732	143.685	156.189
ARFGAP3	21.9409	31.7056	22.381	29.2334	28.0235
ARFGEF1	14.8795	18.7313	16.0402	18.0515	17.444
ARFGEF2	14.0212	11.067	10.1684	15.5111	13.7999
ARFGEF3	1.5085	2.7299	1.7755	2.0006	2.20319
ARFIP1	11.79334	8.593048	9.59786209362	9.03804	10.33173
ARFIP2	45.1667	51.037406	49.231391	48.201897	47.069
ARFRP1	420.222	383.911	449.094	358.476	383.929
ARG1	2.62447	1.79247	9.33547	13.5757	10.608
ARG2	26.2257	27.8299	23.6055	26.1048	26.3984
ARGFX	0	0	0	0	0.17806
ARGLU1	120.03	139.651	132.195	128.862	144.727
ARHGAP1	36.0987	39.1033	42.3284	36.7239	33.8921
ARHGAP10	6.04617	2.97102	4.45391	7.10053	4.40593
ARHGAP11A	3.76899	1.94957	2.7722	2.75453	2.82988
ARHGAP12	16.30674	22.46165	17.11556	16.5945102957109	17.72254
ARHGAP15	0.411147	0.137688	0.337952	0.242802	0.271136
ARHGAP17	7.7595	9.65872	9.2406	9.21836	9.00644
ARHGAP18	4.22533	8.01127	6.75504	7.08332	6.15721
ARHGAP19	1.10877	1.80795	1.26428	2.13589	1.50398
ARHGAP20	4.66186	13.4801	9.60816	6.32742	5.03245
ARHGAP21	39.3937	49.6836	32.0742	35.3942	33.9846
ARHGAP22	7.957384	6.56008	6.547534	7.49604	7.53132
ARHGAP23	36.001	18.5984	25.1155	32.648	30.1131
ARHGAP24	35.6211	29.7728	33.1402	38.5753	41.837
ARHGAP25	1.87817	0.562262	1.44605	1.53433	1.54897
ARHGAP26	2.60378	3.86477	4.00462	4.08027	2.97761
ARHGAP27	9.41706	5.9004	8.08321	6.45129	7.0219
ARHGAP28	0.137869	1.35053	1.60205	0.305005	0.0606824
ARHGAP29	9.1474	6.59988	7.46749	6.87864	7.19907
ARHGAP30	0.484283	0.565612	0.661319	0.872501	0.639853
ARHGAP31	1.91781	1.67219	2.15536	1.93043	2.51871
ARHGAP32	7.49586	9.25143	6.49549	6.12629	4.79755
ARHGAP33	15.83024	22.92	16.92414	23.62652	26.92596
ARHGAP35	136.143	134.1	121.764	145.881	142.096
ARHGAP36	0.2808	1.52955	0.576621	1.60589	0.926237
ARHGAP39	20.06325	25.81103	20.60962	23.6553	24.17299
ARHGAP4	0.824418	1.10199	0.576043	1.32612	1.58383
ARHGAP40	0.0546849	0.091767	0.056097	0.0403361	0
ARHGAP42	1.75472	1.80905	2.16636	2.05826	2.47546
ARHGAP44	32.1593	31.0642	28.0194	30.7953	32.9149
ARHGAP5	16.52239	13.8849	20.02747	15.5896	13.42847
ARHGAP6	2.58277	17.18492619	7.07541	7.88369	5.96375
ARHGAP9	0.730695	0.36803	0.949118	0.646653	0.450219
ARHGDIA	880.5	1104	1020.81	982.423	976.253
ARHGDIB	35.0552	51.6407	34.9929	39.8314	54.5554
ARHGDIG	178.499	194.419	181.704	182.536	204.102
ARHGEF1	16.602	17.2282	15.1788	14.244	16.1632
ARHGEF10	16.0771	8.66884	18.1713	16.7623	14.2294
ARHGEF10L	54.9779	52.0551	54.5112	43.2838	52.7356
ARHGEF11	56.6728	49.3129	43.2448	53.9899	57.7346
ARHGEF12	44.1463	40.8004	40.8107	51.2799	41.5137
ARHGEF15	2.89768	2.15159	1.63583	2.41528	2.80069
ARHGEF16	2.07626	2.22166	3.6202	1.79934	2.94664
ARHGEF17	39.3695	43.2322	34.5287	40.9684	40.5458
ARHGEF18	10.4233	12.6315	12.6444	13.4567	12.522
ARHGEF19	0.0885709	0	0.0454017	0.195935	0.0292397
ARHGEF2	15.0384	18.2741	16.842860134032	15.143361	14.68155
ARHGEF25	88.31558	104.12328	91.35296	86.32478	99.9537
ARHGEF26	50.6692	67.5546	77.908	33.2133	66.0353
ARHGEF28	9.03627	9.49107	10.633782	10.96878	12.3786
ARHGEF3	15.197671	15.1725	16.064886	18.10435	15.452229
ARHGEF33	1.18311	2.83589	0.924783	0.415579	0.557754
ARHGEF37	1.89862	1.5929	2.3488	3.70718	2.24824
ARHGEF38	0	0	0	0.03068	0.192324
ARHGEF39	0.794177	2.0845	1.05104	0.838241	1.86862
ARHGEF4	98.0174	100.218	96.0148	76.1871	83.8479
ARHGEF40	15.7672	20.1104	13.9187	15.2474	15.3994
ARHGEF5	0.022964	0	0.0235137	0.0169233	0.0151723
ARHGEF6	9.40738	8.66944	9.45718	10.9304	10.2708
ARHGEF7	91.7906	109.2072	86.4569	103.2128	94.8148
ARHGEF9	23.9562	19.9566	21.6023	17.7607	25.0664
ARID1A	19.492	22.1926	19.6513	25.38236	24.8705
ARID1B	13.7013	18.1176	12.0787	13.824	13.1413
ARID2	4.13949	4.85784	4.46553	5.19767	3.80249
ARID3A	2.06156	2.28231	2.04151	2.11915	1.797
ARID3B	4.056931	5.10336	4.65315	5.89035	4.284364
ARID3C	0	0	0	0.0719326	0.321015
ARID4A	7.29049	9.8484	9.12781	9.23719	7.55469
ARID4B	9.16018	12.207	12.3493	13.1064	11.9021
ARID5A	11.3041	13.9507	10.3577	10.4833	12.6404
ARID5B	2.49621	3.30501	1.88087	3.12991	2.74825
ARIH1	28.4935	26.0782	28.5676	32.2117	30.1308
ARIH2	33.7607	41.4183	38.1141	37.2192	39.9484
ARIH2OS	0.491717	0	1.01636	0	0.318194
ARL1	36.6816	41.9755	40.3386	49.6011	33.105
ARL10	3.63333	5.67814	3.9788	5.35088	3.50567
ARL11	0.309173	0	0.320712	0	0.201315
ARL13A	0	0	0	0	0
ARL13B	4.69944	5.485	3.72537	6.8689	5.67888
ARL14	0	0	1.48345	0.843835	0
ARL14EP	35.0625	39.7696	34.1693	33.9817	32.1701
ARL14EPL	0	0	0	0	0
ARL15	3.37098	2.97133	3.05008	2.63768	2.34906
ARL16	59.2159	59.1427	50.5197	46.165	52.5495
ARL2	175.393	188.981	178.003	173.64	201.529
ARL2BP	138.73	173.432	139.241	144.509	116.492
ARL3	305.591	284.656	300.896	274.508	278.088
ARL4A	12.8932	18.822	13.2704	12.2591	13.1481
ARL4C	193.856	162.455	195.295	176.31	202.504
ARL4D	68.7412	72.3891	63.5836	91.1569	45.4515
ARL5A	10.2811	9.97337	9.44317	10.699	12.5282
ARL5B	4.82537	3.70938	4.22071	2.4476	1.68126
ARL6	8.86669	11.0355	12.2265	8.08532	9.13997
ARL6IP1	697.49	629.451	751.115	821.625	772.902
ARL6IP4	199.044	255.995	234.581	191.079	164.33
ARL6IP5	155.538	170.832	171.125	195.683	167.193
ARL6IP6	4.95274	4.48112	3.49557	3.64496	4.42827
ARL8A	215.783	205.681	219.254	217.313	236.666
ARL8B	315.312	268.872	301.932	298.705	309.123
ARL9	22.0057	6.79109	13.7177	16.3594	17.7032
ARMC1	30.9664	40.0569	47.0926	37.4277	37.7697
ARMC10	7.74519	5.39056	14.8267	6.7644	8.10672
ARMC12	0.492641	2.87776	4.5664	6.55347	1.1356
ARMC2	0.671797	1.80518	0.688749	0.495386	0.79839
ARMC3	1.17431	0.281803	1.46169	0.649404	0.858481
ARMC4	0.0997871	0.0559132	0.238553	0.0980793	0.30757
ARMC5	15.0734	16.2438	15.295	16.5462	16.6072
ARMC6	40.857	42.8415	39.9834	41.5354	36.4493
ARMC7	16.3852	24.0921	34.2669	16.6961	22.5194
ARMC8	17.34636	18.71914	18.92149	19.638366	21.965316
ARMC9	17.7117	20.9719	14.9672	18.1341	19.1388
ARMCX1	40.6418	39.2448	43.7006	41.1845	41.9756
ARMCX2	13.5173	16.2855	11.4389	14.406	16.7789
ARMCX3	20.3368	14.5069	19.5986	22.5131	19.199
ARMCX4	8.39826	11.0615	10.0576	12.5674	10.1196
ARMCX6	17.4983	15.1326	16.9671	20.4471	18.9783
ARMT1	19.4174	23.0187	17.7861	26.0932	25.6629
ARNT	6.49632	9.77609	6.76022	7.20404	6.25833
ARNT2	213.188	149.427	169.99	193.397	232.009
ARNTL	11.9434	13.999427	15.364607	15.022939	13.7218
ARPC1A	114.133	152.865	132.978	135.309	142.759
ARPC1B	40.8814	39.9431	46.1164	35.861	39.0757
ARPC2	105.407	123.636	101.222	112.553	102.091
ARPC3	324.873	399.958	333.98	359.54	340.929
ARPC4	209.271	245.575	232.689	200.897	213.286
ARPC5	771.4468	649.8896	816.1382	720.5252	754.8661
ARPC5L	822.693	1014.96	891.664	752.81	773.442
